2,1987,2,14,289700,4.83,f
2,1987,3,4,257200,1.56,f
2,1987,4,6,278800,2.15,f
2,1987,1,0,311000,0.00,f
2,1987,5,0,144600,0.00,f
2,1987,6,1,35600,2.81,f
2,1987,2,21,312900,6.71,m
2,1987,3,9,274300,3.28,m
2,1987,4,16,308000,5.19,m
2,1987,1,0,338200,0.00,m
2,1987,5,1,137500,0.73,m
2,1987,6,1,21800,4.59,m
2,1988,2,8,295600,2.71,f
2,1988,3,5,262400,1.91,f
2,1988,4,4,284500,1.41,f
2,1988,1,0,317200,0.00,f
2,1988,5,3,147500,2.03,f
2,1988,6,2,36400,5.49,f
2,1988,2,17,319200,5.33,m
2,1988,3,5,279900,1.79,m
2,1988,4,14,314100,4.46,m
2,1988,1,0,345000,0.00,m
2,1988,5,4,140200,2.85,m
2,1988,6,1,22300,4.48,m
2,1989,2,5,299900,1.67,f
2,1989,3,2,266300,0.75,f
2,1989,4,7,288600,2.43,f
2,1989,1,0,321900,0.00,f
2,1989,5,1,149600,0.67,f
2,1989,6,0,37000,0.00,f
2,1989,2,12,323500,3.71,m
2,1989,3,18,283600,6.35,m
2,1989,4,15,318400,4.71,m
2,1989,1,0,349700,0.00,m
2,1989,5,6,142100,4.22,m
2,1989,6,2,22500,8.89,m
2,1992,2,7,292400,2.39,f
2,1992,3,4,267400,1.50,f
2,1992,4,2,323100,0.62,f
2,1992,1,0,336700,0.00,f
2,1992,5,1,164900,0.61,f
2,1992,6,0,38700,0.00,f
2,1992,2,9,263700,3.41,m
2,1992,3,7,245500,2.85,m
2,1992,4,12,343800,3.49,m
2,1992,1,0,362900,0.00,m
2,1992,5,5,159500,3.13,m
2,1992,6,0,23900,0.00,m
2,1993,2,10,285300,3.51,f
2,1993,3,7,261800,2.67,f
2,1993,4,7,331200,2.11,f
2,1993,1,1,340300,0.29,f
2,1993,5,2,169500,1.18,f
2,1993,6,0,39300,0.00,f
2,1993,2,18,243300,7.40,m
2,1993,3,9,230100,3.91,m
2,1993,4,10,350300,2.85,m
2,1993,1,1,367000,0.27,m
2,1993,5,7,165000,4.24,m
2,1993,6,1,24200,4.13,m
2,1994,2,6,282600,2.12,f
2,1994,3,4,261100,1.53,f
2,1994,4,2,342500,0.58,f
2,1994,1,0,344400,0.00,f
2,1994,5,1,174600,0.57,f
2,1994,6,2,39900,5.01,f
2,1994,2,6,242200,2.48,m
2,1994,3,6,231400,2.59,m
2,1994,4,9,362800,2.48,m
2,1994,1,1,371800,0.27,m
2,1994,5,11,171400,6.42,m
2,1994,6,2,24600,8.13,m
2,1995,2,13,283500,4.59,f
2,1995,3,7,264000,2.65,f
2,1995,4,8,356400,2.24,f
2,1995,1,2,348700,0.57,f
2,1995,5,2,180400,1.11,f
2,1995,6,2,40800,4.90,f
2,1995,2,11,241200,4.56,m
2,1995,3,13,232900,5.58,m
2,1995,4,14,375900,3.72,m
2,1995,1,6,376500,1.59,m
2,1995,5,9,178000,5.06,m
2,1995,6,1,25100,3.98,m
2,1996,2,16,287700,5.56,f
2,1996,3,10,267900,3.73,f
2,1996,4,9,362000,2.49,f
2,1996,1,1,354100,0.28,f
2,1996,5,1,183100,0.55,f
2,1996,6,2,41200,4.85,f
2,1996,2,17,243600,6.98,m
2,1996,3,14,235300,5.95,m
2,1996,4,12,379600,3.16,m
2,1996,1,2,380400,0.53,m
2,1996,5,3,179900,1.67,m
2,1996,6,2,25400,7.87,m
2,1997,2,21,294000,7.14,f
2,1997,3,16,273900,5.84,f
2,1997,4,7,370100,1.89,f
2,1997,1,6,361800,1.66,f
2,1997,5,0,187000,0.00,f
2,1997,6,2,42100,4.75,f
2,1997,2,33,244400,13.50,m
2,1997,3,36,236000,15.25,m
2,1997,4,30,380800,7.88,m
2,1997,1,4,381500,1.05,m
2,1997,5,12,180300,6.66,m
2,1997,6,3,25400,11.81,m
2,1998,2,32,295600,10.83,f
2,1998,3,10,275300,3.63,f
2,1998,4,9,372100,2.42,f
2,1998,1,1,363800,0.27,f
2,1998,5,6,188200,3.19,f
2,1998,6,0,42300,0.00,f
2,1998,2,27,248800,10.85,m
2,1998,3,26,240400,10.82,m
2,1998,4,29,388200,7.47,m
2,1998,1,2,388400,0.51,m
2,1998,5,9,183800,4.90,m
2,1998,6,3,25800,11.63,m
2,1999,2,19,296800,6.40,f
2,1999,3,13,276500,4.70,f
2,1999,4,5,373600,1.34,f
2,1999,1,1,365200,0.27,f
2,1999,5,6,188800,3.18,f
2,1999,6,4,42400,9.43,f
2,1999,2,24,250600,9.58,m
2,1999,3,19,242300,7.84,m
2,1999,4,31,391100,7.93,m
2,1999,1,0,391300,0.00,m
2,1999,5,14,185200,7.56,m
2,1999,6,3,25900,11.58,m
2,2000,2,6,263900,2.27,f
2,2000,3,3,245800,1.22,f
2,2000,4,5,332200,1.51,f
2,2000,1,0,324700,0.00,f
2,2000,5,0,168000,0.00,f
2,2000,6,2,37800,5.29,f
2,2000,2,5,240000,2.08,m
2,2000,3,17,232000,7.33,m
2,2000,4,4,374700,1.07,m
2,2000,1,1,374900,0.27,m
2,2000,5,10,177400,5.64,m
2,2000,6,1,24900,4.02,m
2,2001,2,9,271359,3.32,f
2,2001,3,4,222771,1.80,f
2,2001,4,12,370191,3.24,f
2,2001,1,2,307356,0.65,f
2,2001,5,6,189799,3.16,f
2,2001,6,2,47254,4.23,f
2,2001,2,10,256039,3.91,m
2,2001,3,22,206484,10.65,m
2,2001,4,34,378826,8.98,m
2,2001,1,6,321556,1.87,m
2,2001,5,11,196670,5.59,m
2,2001,6,1,31044,3.22,m
2,2002,2,14,275970,5.07,f
2,2002,3,7,223685,3.13,f
2,2002,4,15,375113,4.00,f
2,2002,1,1,304850,0.33,f
2,2002,5,4,191712,2.09,f
2,2002,6,1,47407,2.11,f
2,2002,2,15,263067,5.70,m
2,2002,3,23,206286,11.15,m
2,2002,4,35,382139,9.16,m
2,2002,1,1,319473,0.31,m
2,2002,5,13,198130,6.56,m
2,2002,6,4,31007,12.90,m
2,2003,2,14,283709,4.93,f
2,2003,3,9,222941,4.04,f
2,2003,4,13,381760,3.41,f
2,2003,1,0,298477,0.00,f
2,2003,5,9,195699,4.60,f
2,2003,6,6,49088,12.22,f
2,2003,2,15,273235,5.49,m
2,2003,3,9,205433,4.38,m
2,2003,4,28,386196,7.25,m
2,2003,1,4,313204,1.28,m
2,2003,5,16,201520,7.94,m
2,2003,6,1,32667,3.06,m
2,2004,2,20,292268,6.84,f
2,2004,3,11,222389,4.95,f
2,2004,4,17,391436,4.34,f
2,2004,1,3,286705,1.05,f
2,2004,5,3,203841,1.47,f
